t,pos_cmd,pos_fbk,vel_fbk,samples_consumed
1272,2845,2820,1444,1377
1272,2845,2820,1444,1377
1272,2845,2820,1444,1377
1272,2845,2820,1444,1377
1272,2845,2820,1444,1377
1272,2845,2820,1444,1377
1272,2845,2820,1444,1377
1272,2845,2820,1444,1377
1272,2845,2820,1444,1377
1272,2845,2820,1444,1377
1272,2845,2820,1444,1377
1272,2845,2820,1444,1377
1272,2845,2820,1444,1377
1272,2845,2820,1444,1377
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1273,2847,2823,1444,1378
1274,2847,2825,1417,1379
1274,2850,2825,1417,1379
1274,2850,2825,1417,1379
1274,2850,2825,1417,1379
1274,2850,2825,1417,1379
1274,2850,2825,1417,1379
1274,2850,2825,1417,1379
1274,2850,2825,1417,1379
1274,2850,2825,1417,1379
1274,2850,2825,1417,1379
1274,2850,2825,1417,1379
