freq_hz,H_real,H_imag,mag_A_per_V,mag_db,phase_deg_raw,input_amp_V,output_amp_A,input_offset_V,output_offset_A,input_fit_quality,output_fit_quality,cycles_total,cycles_used,n_samples,t_start,t_end,phase_deg
247.0,-0.05825195929043817,0.06286303389347282,0.08570327760049075,-21.340051375634552,132.81969539592063,0.16265761201660742,0.013940290476492225,0.3213693475425012,-0.04092633401872439,0.008097572582225987,0.0032303437772309707,3246.175072647,3108.4201799949997,65,2.27436684,14.859063925,-227.18030460407942
250.0,-0.07522947615020793,-0.019222863378161554,0.0776465875508394,-22.197552521929506,-165.66631414859086,0.3293247831264733,0.025570945605690905,0.3846543561712343,-0.05199189160099735,0.037478592114006615,0.01165439680597502,3297.08251225,3116.7191062499996,55,2.457369221,14.924245646,-165.6663141485909
253.0,-0.2535411553454029,0.03580621182637206,0.25605702931034086,-11.833265947164682,171.96159365221575,0.1028721733568709,0.026341143108458757,0.24101081333886223,-0.024838478884185652,0.004535723306580142,0.014843812675823798,3296.5144984749995,3237.22668467,49,2.039765288,14.835127678,-188.03840634778433
256.0,-0.13578165333812922,-0.04053675981188673,0.14170351540904869,-16.972387511096848,-163.37733571084564,0.32848012188422027,0.04654678801298679,0.6072744585620965,-0.07038630889531208,0.09086399158993441,0.09142184926730179,3369.902742528,3366.06057728,47,1.735625341,14.884299471,-163.37733571084573
259.0,-0.06619846591828067,0.005737456825374396,0.06644663498445051,-23.550540157386195,175.04652221921845,0.2661339308320138,0.017683704158971823,0.4525963865501227,-0.05888764919668569,0.028095891482088353,0.006989994223984941,3342.687228923,3213.485575426,38,2.218398144,14.625678358,-184.95347778078164
261.0,-0.09130845851188867,-0.023475525894732795,0.09427796620553269,-20.511795895725058,-165.58145879013193,0.14692506258459462,0.013851796085096187,0.5636378248379125,-0.07998895459259601,0.009134036366539866,0.004803954912697028,3185.176978854,3063.6397243349998,36,2.696269614,14.434352849,-165.58145879013205
267.0,-0.20468749775273593,-0.0915971001884037,0.2242476320927397,-12.985442682465475,-155.89161354778403,0.1905813001118415,0.04273740527123624,0.7245079209369397,-0.09552900523349314,0.03333341254409938,0.059351572011293596,3515.705082789,3459.304926342,41,1.716846963,14.673045189,-155.89161354778415
270.0,-0.22495659142645216,0.15621843584503328,0.27387892895233196,-11.248827583598509,145.22241251621207,0.114499744313977,0.03135906733802789,0.6778532863654061,-0.1018988835139192,0.015040468562348308,0.05397024473999479,3541.90126356,3411.12363183,44,2.286978123,14.920769352,-214.777587483788
273.0,-0.21257767868075325,0.006500325330096748,0.21267704084525596,-13.445587820412497,178.24852171429688,0.29255374892912395,0.06221946561043205,0.5117167964456562,-0.0620383307760819,0.050285734111503944,0.10852415471314736,3563.2486649760003,3427.037062176,39,2.218591642,14.771840954,-181.7514782857032
279.0,-0.10360649925337337,-0.027554477519901914,0.10720800305450165,-19.39545586885831,-165.10675558126843,0.13893714637255272,0.014895174012692377,0.6498048054802716,-0.08431391379492233,0.013106268869811144,0.008876382565227936,3503.844427104,3348.4034797560003,36,2.27417525,14.275621414,-165.10675558126854
282.0,-0.2025111859802499,-0.019103474255082752,0.20341023370455572,-13.832544024370234,-174.6110681147277,0.27370539070633393,0.05567447748977211,0.5943888347140961,-0.07296256400432458,0.04067264942408921,0.0787790591735229,3630.9364685520004,3607.839845112,40,1.801841699,14.595600015,-174.6110681147278
284.0,-0.15252583050843355,0.011333275760402649,0.15294630466849707,-16.309220230593947,175.75050485373347,0.16491658955618693,0.02522338295115005,0.7772782229554513,-0.09966311846996505,0.032326516330583144,0.030432022509432,3728.13627644,3703.912919316,48,1.805135421,14.84708232,-184.2494951462666
287.0,0.04445686768743204,0.003809563979191292,0.044619792270800526,-27.00944911845064,4.897781480934656,0.1370015734010632,0.006112981745928271,0.6723289355435376,-0.08585865019264145,0.014494837147023598,0.0012676409496134022,3349.792257749,3329.639564895,34,2.286497758,13.888029343,-355.10221851906545
290.0,-0.11948244200709447,0.05880216664635149,0.13316812212494394,-17.51199448862045,153.79632620044487,0.19908124026398155,0.026511274916259202,0.6829278086452816,-0.07698008526183339,0.031023508858477378,0.028780453742126788,3807.7141157500005,3784.35560639,47,1.801648294,14.851150385,-206.20367379955522
293.0,-0.14318899021217238,-0.016409858658183556,0.1441262307117034,-16.825139423742698,-173.46226566687466,0.12007320063110323,0.017305697816451034,0.7291484791310232,-0.0993660025950764,0.019001250507276524,0.01706920067427531,3776.671943155,3754.8237462300003,45,1.791029655,14.606127765,-173.46226566687477
296.0,-0.10850942711632487,0.026090148947151077,0.1116019338774985,-19.046565594519084,166.4803609485657,0.28041556738281564,0.03129491960927821,0.6117812580655368,-0.08700870087663026,0.04817807135716201,0.028929843572829683,3807.099729952,3781.252531024,44,1.804651223,14.579153017,-193.5196390514344
302.0,-0.5984654091006879,0.19236813735853708,0.6286225784688669,-4.032200486466165,162.1807417932558,0.023505000209854153,0.014775773838829777,0.7493281945717816,-0.09737298590203361,0.0006632323937483253,0.010544746643344372,3995.94354126,3970.304950166,50,1.801454611,14.948159744,-197.8192582067443
305.0,-0.14460305601285656,0.23712440069002963,0.27773733132379425,-11.12731483579947,121.37564834610224,0.11722801651475238,0.032558596463189,0.6849790818645862,-0.08922532100401477,0.018013619293596017,0.0421597510400491,4084.2298381100004,4035.49068683,38,1.716943017,14.948060023,-238.62435165389786
308.0,-0.20360363606090487,-0.0030581391319278103,0.20362660148460865,-13.823309740525078,-179.13947857692324,0.06469422373400802,0.013173464914640961,0.6351373651026073,-0.09071598121483142,0.003503222253828042,0.005823221473755025,3967.0525309799996,3940.933932012,47,1.801551499,14.596791538,-179.13947857692332
313.0,-0.022848374094001266,-0.105348015428163,0.10779727525959037,-19.347844329308373,-102.23705508751675,0.09965341788389276,0.010742366918188974,0.5907032807980589,-0.065239932225328,0.006916494958531305,0.004379191496271528,3817.2334391830004,3631.504662534,40,2.394546491,13.996797809,-102.23705508751685
