host_time_s,frame,t,dt,ia_mA,ib_mA,ic_mA,id_mA,iq_mA,vd_mV,vq_mV,theta_mrad,adc_a,adc_b,adc_c,flags,crc,pad
0.046792621,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.047340987,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.049160377,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.049841538,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.050423143,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.050975212,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.051526781,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.052078295,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.052635956,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.053184988,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.053751112,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.054341348,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.054932731,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.055494837,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.056055554,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.056611290,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.057162914,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.057707446,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.058250922,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.058800047,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.059345598,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.059888611,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.060431717,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.060974675,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.061518374,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.062061443,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.062604345,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.063147136,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.063690224,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.064233552,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.064776325,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.065319931,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.065862907,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.066405884,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.066952934,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.067498707,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.068044702,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.068593234,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.069181191,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.069738168,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.070288959,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.070843935,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.071401375,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.071953166,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.072512790,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.073125340,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.073700168,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.074256848,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.074813528,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.075363986,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.075912981,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.076464198,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.077014063,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.077565595,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.078118534,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.078672011,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.079232172,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.079819815,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.080425198,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.081029896,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.081622595,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.082200923,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.082757825,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.083309394,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.083860796,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.084413439,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.084965434,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.085522836,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.086094516,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.086654011,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.087204969,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.087754167,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.088302718,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.088851453,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.089400689,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.089949258,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.090498068,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.091048285,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.091603520,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.092155015,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.092704066,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.093307153,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.093862037,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.094410828,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.094959749,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.095512336,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.096089534,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.096661325,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.097215968,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.097766778,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.098315403,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.098864231,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.099412855,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.099962517,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.100511216,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.101063340,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.101630279,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.102181256,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.102747676,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.103305986,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.103860388,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.104411198,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.104960045,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.105509243,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.106057886,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.106606659,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.107155172,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.107708038,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.108266403,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.108819342,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.109369485,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.109918295,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.110466994,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.111015155,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.111563354,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.112111349,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.112659584,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.113207950,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.113756408,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.114304458,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.114852768,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.115401818,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.115950313,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.116498289,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.117046525,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.117595113,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.118143533,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.118691473,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.119239690,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.119787963,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.120335884,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.120884138,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.121432947,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.121981276,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.122529289,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.123077451,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
0.123625538,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000,0,0
